rounded_lat,rounded_long,rounded_date,astronomical_twilight_begin,nautical_twilight_begin,civil_twilight_begin,sunrise,solar_noon,sunset,civil_twilight_end,nautical_twilight_end,astronomical_twilight_end
30,-80,2000-01-16,39157,40886,42646,44111,62979,81846,83312,85072,401
50,-120,2000-01-16,50175,52495,54913,57003,72581,1759,3849,6267,8587
30,-110,2000-01-16,46357,48085,49845,51311,70180,2650,4116,5876,7604
30,-80,2000-01-09,39142,40883,42657,44138,62819,81499,82980,84754,95
40,-90,2000-01-09,42320,44281,46301,48010,65219,82428,84137,86157,1719
40,-120,2000-01-02,49490,51463,53498,55223,72235,2848,4573,6608,8580
50,-80,2000-01-02,40787,43144,45622,47786,62632,77479,79643,82121,84478
40,-70,1999-12-19,37170,39150,41195,42931,59820,76709,78445,80490,82470
40,-110,1999-12-19,46774,48754,50798,52535,69423,86312,1648,3693,5672
40,-100,1999-12-19,44373,46353,48397,50134,67022,83911,85647,1292,3272
40,-80,1999-12-05,38982,40947,42972,44686,61833,78979,80694,82719,84683
30,-80,1999-12-05,38187,39931,41709,43193,61833,80473,81957,83735,85478
30,-120,1999-12-05,47792,49536,51314,52798,71436,3673,5157,6936,8679
50,-120,1999-12-05,49437,51782,54243,56385,71436,86,2228,4689,7034
30,-80,1999-11-28,37896,39628,41392,42863,61674,80486,81956,83720,85453
40,-90,1999-11-28,41021,42972,44977,46672,64075,81478,83172,85178,729
40,-70,1999-11-28,36218,38169,40174,41868,59274,76679,78373,80379,82330
50,-120,1999-11-28,48980,51306,53735,55839,71276,314,2418,4847,7173
50,-110,1999-11-21,46064,48368,50760,52819,68751,84684,342,2734,5038
30,-100,1999-11-21,42400,44119,45866,47320,66351,85381,435,2183,3902
30,-110,1999-11-14,44504,46208,47938,49374,68665,1557,2993,4723,6427
50,-100,1999-11-07,42520,44782,47100,49065,66221,83377,85342,1260,3521
40,-80,1999-11-07,37402,39305,41241,42859,61421,79983,81600,83536,85439
40,-100,1999-10-31,41785,43676,45591,47184,66218,85251,444,2360,4250
40,-120,1999-10-31,46588,48479,50395,51988,71018,3647,5240,7156,9047
30,-100,1999-10-31,41533,43211,44907,46308,66218,86128,1129,2824,4503
30,-90,1999-10-31,39131,40810,42506,43907,63818,83729,85130,425,2104
40,-90,1999-10-24,38962,40845,42744,44315,63853,83391,84963,461,2344
50,-120,1999-10-24,46093,48334,50597,52484,71053,3221,5109,7371,9613
40,-110,1999-10-17,43345,45225,47112,48667,68722,2378,3933,5820,7700
30,-110,1999-10-17,43406,45070,46741,48115,68722,2930,4304,5975,7639
30,-80,1999-10-03,35702,37370,39033,40392,61745,83097,84456,86119,1387
50,-120,1999-10-03,44114,46405,48654,50485,71342,5800,7631,9880,12171
40,-80,1999-09-26,34849,36767,38657,40193,61883,83572,85108,599,2516
50,-110,1999-09-26,41003,43341,45610,47442,69081,4320,6152,8420,10759
50,-70,1999-09-26,31392,33731,36000,37832,59483,81134,82967,85236,1175
40,-80,1999-09-19,34396,36343,38250,39792,62030,84268,85809,1317,3264
30,-120,1999-09-19,44798,46490,48166,49527,71628,7328,8689,10365,12057
20,-160,1999-09-19,54889,56434,57971,59225,81225,16826,18079,19617,21161
30,-80,1999-08-29,34339,36114,37847,39241,62458,85675,669,2402,4177
40,-70,1999-08-29,30502,32602,34608,36201,60058,83915,85509,1115,3215
30,-120,1999-08-29,43944,45718,47451,48845,72056,8867,10261,11993,13768
30,-100,1999-08-22,38820,40633,42395,43807,67374,4541,5953,7714,9528
40,-80,1999-08-22,32353,34527,36582,38203,62575,546,2167,4222,6396
40,-90,1999-08-22,34756,36929,38984,40605,64974,2944,4565,6619,8793
40,-80,1999-08-15,31778,34037,36148,37802,62670,1138,2791,4902,7162
30,-120,1999-08-15,43283,45139,46933,48366,72268,9771,11203,12997,14854
30,-80,1999-08-15,33677,35535,37329,38762,62670,177,1610,3404,5262
50,-120,1999-08-15,38088,41290,44024,46077,72268,12059,14113,16847,20049
60,-130,1999-08-15,,38833,43395,46326,74668,16610,19541,24102,
40,-80,1999-08-08,31182,33538,35711,37400,62739,1677,3366,5539,7895
40,-120,1999-08-01,40188,42646,44884,46611,72378,11746,13473,15710,18169
30,-100,1999-07-18,37056,39106,41041,42564,67572,6180,7703,9638,11687
40,-70,1999-07-11,26510,29290,31717,33550,60327,704,2537,4964,7744
40,-90,1999-07-11,31314,34093,36519,38352,65127,5503,7335,9762,12541
40,-120,1999-06-27,37809,40720,43218,45089,72181,12872,14743,17241,20152
40,-70,1999-06-27,25804,28716,31214,33086,60179,872,2743,5241,8153
30,-120,1999-06-27,41077,43217,45217,46780,72181,11181,12745,14744,16884
40,-120,1999-06-20,37661,40587,43092,44968,72091,12814,14689,17194,20120
50,-80,1999-06-20,,26404,30345,32897,62489,5681,8233,12175,
50,0,1999-06-20,,7202,11143,13695,43286,72877,75430,79371,
30,-100,1999-06-20,36155,38300,40303,41869,67290,6311,7877,9880,12025
40,-100,1999-06-20,32861,35786,38291,40167,67290,8013,9889,12394,15319
40,-70,1999-06-13,25675,28575,31066,32934,59999,663,2531,5022,7922
40,-110,1999-06-06,35447,38285,40744,42594,69517,10040,11890,14349,17188
30,-120,1999-06-06,40984,43096,45077,46628,71918,10807,12358,14339,16452
40,-90,1999-06-06,30649,33487,35945,37795,64717,5238,7088,9547,12385
30,-90,1999-05-30,33941,36019,37974,39510,64649,3388,4923,6879,8957
-30,150,1999-05-30,69711,71447,73216,74693,7043,25793,27271,29039,30776
40,-110,1999-05-30,35766,38517,40927,42750,69449,9748,11572,13982,16732
30,-120,1999-05-30,41138,43217,45173,46709,71850,10590,12126,14082,16161
40,-110,1999-05-23,36213,38859,41209,42999,69402,9405,11195,13545,16191
40,-120,1999-05-16,39162,41697,43981,45734,71780,11426,13179,15463,17998
40,-80,1999-05-16,29571,32104,34388,36141,62180,1819,3572,5855,8388
40,-70,1999-05-16,27174,29706,31990,33742,59780,85818,1170,3453,5986
40,-100,1999-05-16,34367,36901,39185,40937,66980,6622,8375,10659,13193
30,-80,1999-05-09,32503,34440,36293,37763,62185,208,1678,3531,5468
40,-90,1999-05-09,32602,35026,37242,38956,64585,3815,5529,7745,10169
30,-80,1999-05-02,32952,34840,36656,38103,62219,86335,1381,3198,5086
40,-90,1999-05-02,33295,35616,37766,39442,64619,3395,5071,7222,9542
-40,140,1999-04-25,71234,73120,75026,76610,9485,28761,30344,32251,34137
40,-80,1999-04-25,31634,33860,35950,37591,62279,567,2208,4297,6524
40,-90,1999-04-18,34794,36938,38974,40583,64762,2541,4150,6186,8331
30,-100,1999-04-04,39872,41602,43302,44676,67382,3687,5061,6761,8491
50,-70,1999-04-04,29696,32254,34644,36525,60183,83841,85722,1712,4270
40,-110,1999-03-21,42658,44592,46491,48029,70033,5637,7175,9074,11007
40,-70,1999-03-14,33790,35697,37583,39118,60556,81994,83529,85415,922
40,-70,1999-03-07,34472,36362,38243,39781,60665,81549,83087,84968,458
40,-120,1999-02-28,47095,48977,50859,52407,72753,6699,8247,10130,12011
60,-110,1999-02-28,43343,46275,49159,51547,70353,2760,5147,8031,10964
40,-70,1999-02-28,35107,36989,38871,40419,60755,81090,82638,84521,2
30,-120,1999-02-21,47658,49325,51000,52379,72818,6857,8235,9911,11577
30,-80,1999-02-21,38064,39731,41406,42785,63218,83652,85030,306,1972
30,-110,1999-02-07,45906,47590,49294,50703,70448,3794,5203,6906,8591
30,-120,1999-02-07,48305,49989,51693,53101,72848,6195,7604,9308,10992
-40,180,1999-01-31,55153,57587,59810,61526,799,26473,28189,30412,32846
40,-110,1999-01-10,47116,49074,51091,52796,70051,906,2612,4628,6587
30,-100,1999-01-10,43950,45689,47461,48939,67651,86362,1440,3212,4951
50,-90,1999-01-10,43124,45462,47909,50034,65250,80466,82591,85038,976
40,-110,1999-01-03,47102,49073,51106,52829,69869,510,2233,4266,6236
50,-120,1999-01-03,50389,52743,55217,57375,72270,765,2923,5397,7751
-30,150,1999-01-03,62862,64983,66970,68522,7449,32777,34329,36316,38437
40,-110,1998-12-27,46999,48977,51020,52754,69669,184,1918,3960,5938
30,-80,1998-12-27,38939,40693,42484,43981,62466,80952,82448,84240,85994
40,-90,1998-12-20,42013,43993,46038,47774,64659,81543,83279,85325,904
40,-120,1998-12-13,48961,50937,52977,54708,71656,2205,3936,5976,7952
30,-110,1998-12-06,45441,47186,48967,50453,69066,1280,2766,4546,6291
40,-90,1998-12-06,41444,43411,45439,47156,64265,81373,83091,85119,685
30,-100,1998-12-06,43040,44785,46565,48052,66665,85279,366,2146,3891
30,-110,1998-11-29,45152,46887,48654,50127,68902,1277,2750,4517,6252
30,-80,1998-11-29,37948,39683,41450,42923,61700,80477,81950,83717,85452
40,-70,1998-11-29,36285,38238,40248,41945,59299,76654,78351,80361,82314
30,-80,1998-11-22,37650,39372,41122,42579,61569,80559,82016,83767,85488
40,-70,1998-11-22,35897,37835,39823,41497,59169,76841,78515,80502,82440
30,-90,1998-11-22,40052,41773,43524,44981,63970,82959,84416,86166,1488
30,-90,1998-11-15,39754,41461,43194,44633,63877,83121,84561,86293,1601
40,-120,1998-11-15,47499,49421,51385,53033,71078,2723,4371,6335,8257
40,-90,1998-11-15,40294,42216,44180,45828,63877,81927,83575,85538,1060
-30,140,1998-11-01,65965,67829,69628,71062,8617,32571,34005,35804,37668
30,-100,1998-11-01,41581,43262,44960,46364,66215,86067,1070,2769,4449
60,-150,1998-11-01,54017,56905,59874,62440,78215,7591,10157,13125,16014
40,-120,1998-11-01,46663,48556,50475,52072,71015,3558,5156,7075,8968
40,-80,1998-10-25,36635,38519,40420,41996,61445,80894,82469,84370,86254
40,-120,1998-10-25,46242,48126,50027,51603,71044,4085,5660,7561,9445
30,100,1998-10-25,79690,81360,83043,84430,18248,38466,39853,41536,43206
30,-90,1998-10-18,38649,40314,41987,43362,63908,84455,85830,1103,2768
30,-120,1998-10-04,45350,47016,48680,50040,71319,6199,7559,9222,10889
30,-80,1998-09-27,35496,37171,38837,40195,61857,83519,84878,143,1818
40,-70,1998-09-27,32526,34439,36328,37864,59458,81052,82588,84476,86390
50,-120,1998-09-27,43534,45862,48126,49958,71455,6552,8384,10648,12976
50,-120,1998-09-20,42798,45189,47484,49324,71601,7478,9318,11613,14004
30,-80,1998-09-13,34974,36684,38370,39737,62153,84569,85935,1222,2932
-30,150,1998-09-13,67315,68983,70646,72006,6967,28327,29687,31350,33018
50,-110,1998-09-13,39617,42092,44434,46293,69351,6009,7868,10210,12686
50,0,1998-09-06,12349,14941,17350,19240,43104,66967,68857,71266,73858
40,-90,1998-08-30,35401,37489,39487,41075,64835,2194,3783,5781,7869
40,-100,1998-08-16,36686,38928,41029,42676,67454,5832,7479,9579,11822
60,-20,1998-08-16,,12687,17157,20062,48256,76451,79356,83826,
40,-120,1998-08-16,41490,43732,45832,47479,72253,10627,12274,14374,16616
40,-70,1998-08-16,29479,31723,33823,35471,60255,85038,286,2387,4631
50,-120,1998-08-09,37135,40599,43453,45565,72327,12689,14801,17656,21119
-20,150,1998-07-26,69341,70932,72540,73869,7590,27711,29039,30647,32239
40,-70,1998-07-19,27112,29773,32132,33928,60377,425,2221,4580,7241
40,-120,1998-07-19,39123,41782,44140,45935,72377,12419,14214,16572,19231
40,-70,1998-06-28,25846,28751,31246,33116,60194,873,2742,5237,8142
30,-110,1998-06-28,38707,40844,42842,44405,69795,8786,10349,12347,14484
40,-90,1998-06-28,30648,33553,36047,37917,64995,5672,7542,10037,12942
30,-120,1998-06-21,40971,43116,45119,46685,72107,11129,12695,14698,16843
50,-120,1998-06-21,,36018,39961,42513,72107,15300,17853,21795,
50,-120,1998-06-14,,36045,39947,42486,72016,15145,17685,21587,
20,70,1998-06-14,83780,85592,942,2340,26409,50478,51876,53627,55438
40,-90,1998-06-07,30606,33458,35923,37777,64730,5283,7137,9603,12454
40,-80,1998-06-07,28207,31058,33524,35378,62330,2882,4736,7202,10053
30,-100,1998-05-31,36305,38390,40351,41890,67060,5829,7368,9329,11414
40,-80,1998-05-31,28504,31270,33689,35518,62259,2600,4429,6848,9614
40,-100,1998-05-31,33301,36068,38488,40316,67060,7403,9232,11651,14418
30,-80,1998-05-17,32047,34043,35939,37437,62182,527,2024,3921,5916
40,-80,1998-05-17,29467,32020,34315,36074,62182,1889,3648,5944,8497
50,-90,1998-05-10,28036,31928,34954,37146,64582,5619,7811,10837,14729
40,-90,1998-05-10,32485,34927,37155,38876,64582,3888,5609,7837,10280
40,-100,1998-04-26,36295,38538,40638,42285,67066,5446,7093,9194,11437
50,-120,1998-04-26,37872,41030,43743,45785,71865,11546,13588,16301,19459
40,-110,1998-04-19,39451,41610,43655,45270,69545,7420,9035,11080,13239
40,-70,1998-04-05,31415,33441,35397,36962,60161,83361,84926,482,2507
30,-120,1998-03-29,45126,46834,48520,49886,72283,8280,9646,11332,13041
40,-90,1998-03-29,36980,38957,40882,42431,65085,1338,2887,4813,6789
40,-70,1998-03-22,32939,34878,36780,38318,60413,82507,84046,85948,1486
30,-120,1998-03-15,46204,47878,49543,50901,72533,7765,9123,10788,12462
30,-120,1998-03-08,46706,48372,50035,51395,72645,7495,8855,10518,12184
50,-120,1998-03-01,46522,48778,51020,52864,72739,6214,8058,10300,12556
40,-80,1998-03-01,37396,39278,41160,42706,63140,83575,85120,602,2485
30,-100,1998-02-08,43460,45143,46843,48249,68052,1454,2860,4561,6243
50,-120,1998-01-18,50086,52397,54803,56877,72630,1984,4058,6463,8774
50,0,1998-01-11,21505,23840,26282,28402,43674,58946,61066,63508,65842
40,-70,1998-01-11,37509,39466,41479,43181,60479,77776,79478,81491,83448
40,-90,1998-01-04,42311,44280,46311,48031,65102,82173,83893,85924,1493
30,-90,1998-01-04,41495,43242,45025,46513,65102,83691,85179,562,2309
30,-120,1997-12-28,48570,50324,52114,53610,72106,4203,5698,7489,9242
50,0,1997-12-21,21388,23756,26251,28436,43088,57741,59926,62421,64789
40,-80,1997-12-14,39406,41383,43425,45157,62089,79021,80753,82795,84772
60,20,1997-12-14,17455,20539,23933,27170,38081,48992,52229,55623,58707
40,-120,1997-12-07,48707,50676,52707,54427,71499,2171,3892,5922,7891
50,-120,1997-12-07,49583,51934,54404,56558,71499,40,2194,4664,7016
40,-70,1997-11-30,36351,38307,40320,42021,59326,76631,78333,80346,82302
40,-90,1997-11-23,40771,42712,44704,46382,63990,81598,83277,85269,810
40,-120,1997-10-26,46317,48202,50106,51685,71036,3987,5566,7470,9355
40,-80,1997-10-26,36710,38595,40499,42078,61437,80796,82374,84278,86163
30,-120,1997-10-12,45644,47307,48973,50341,71183,5625,6992,8659,10322
30,-90,1997-10-05,38192,39857,41520,42881,64099,85316,277,1940,3606
30,50,1997-09-21,4073,5760,7432,8792,30785,52777,54137,55809,57496
30,-90,1997-08-31,36850,38612,40336,41724,64811,1499,2887,4611,6373
40,-10,1997-08-17,15168,17398,19490,21133,45841,70549,72192,74284,76514
50,0,1997-08-10,8491,11909,14743,16845,43519,70193,72295,75130,78548
40,-100,1997-08-03,35597,38019,40233,41947,67567,6788,8501,10716,13138
50,0,1997-07-27,5842,10204,13385,15647,43589,71531,73793,76975,81337
30,-90,1997-08-03,35490,37426,39279,40749,65168,3186,4656,6509,8445
30,-90,1997-07-13,34448,36524,38479,40014,65146,3877,5412,7367,9444
40,-80,1997-07-06,28632,31467,33923,35773,62686,3200,5049,7506,10341
30,-90,1997-06-29,33938,36073,38069,39630,65010,3990,5551,7547,9681
20,-70,1997-06-29,31189,32999,34749,36146,60209,84272,85669,1019,2829
30,-120,1997-06-29,41140,43275,45270,46832,72211,11190,12751,14747,16881
40,-90,1997-06-15,30451,33364,35863,37735,64831,5527,7398,9897,12811
40,-110,1997-06-01,35637,38421,40850,42684,69471,9858,11692,14121,16905
40,-100,1997-06-01,33238,36022,38451,40284,67071,7457,9291,11720,14503
40,-80,1997-06-01,28441,31224,33652,35486,62270,2655,4488,6917,9700
30,-100,1997-05-18,36784,38788,40691,42193,66985,5376,6878,8781,10786
40,-120,1997-05-11,39562,42025,44266,45994,71780,11166,12894,15135,17598
50,-80,1997-05-11,25392,29371,32428,34634,62180,3326,5532,8590,12568
30,-100,1997-05-11,37153,39108,40975,42453,66980,5107,6585,8452,10407
50,0,1997-05-04,7606,11129,14009,16132,43005,69878,72001,74881,78404
30,-90,1997-04-06,37276,39016,40724,42102,64939,1376,2754,4462,6202
40,-80,1997-03-30,34447,36432,38362,39913,62663,85412,564,2494,4478
30,-110,1997-03-23,43180,44871,46546,47906,69988,5670,7030,8705,10396
30,-120,1997-03-16,46112,47788,49454,50812,72512,7812,9170,10836,12512
40,-110,1997-03-02,44478,46362,48243,49786,70324,4462,6006,7887,9771
-20,-40,1997-02-23,26408,28005,29584,30861,53600,76340,77617,79195,80793
40,-80,1997-02-16,38422,40306,42206,43781,63244,82707,84281,86181,1665
-30,150,1997-01-12,63417,65490,67442,68973,7693,32814,34345,36297,38370
30,-100,1997-01-12,43960,45694,47461,48934,67709,84,1557,3325,5059
40,-70,1996-12-29,37444,39420,41460,43191,60139,77086,78817,80857,82833
50,-120,1996-11-03,47044,49298,51601,53546,71015,2084,4028,6331,8586
30,-80,1996-10-13,36085,37748,39415,40784,61567,82349,83718,85385,649
50,-120,1996-10-13,45146,47398,49641,51491,71165,4439,6289,8532,10784
30,-100,1996-08-18,38663,40496,42272,43694,67421,4748,6170,7946,9779
40,-90,1996-08-04,33302,35705,37908,39615,65161,4306,6013,8216,10619
40,-100,1996-07-14,33975,36703,39100,40917,67554,7791,9608,12005,14733
40,-70,1996-07-07,26302,29124,31573,33418,60298,778,2623,5072,7894
50,-80,1996-06-30,,26773,30634,33160,62624,5688,8213,12075,
40,-110,1996-06-30,35547,38435,40921,42785,69825,10464,12329,14815,17703
50,10,1996-06-23,,4860,8797,11348,40934,70520,73071,77008,
30,-120,1996-06-16,40928,43070,45072,46636,72048,11059,12623,14625,16767
40,-80,1996-06-16,28046,30965,33466,35339,62446,3153,5026,7528,10446
50,0,1996-06-02,,7835,11504,13961,43080,72199,74656,78325,
40,-70,1996-03-17,33411,35331,37222,38758,60493,82228,83763,85655,1175
50,-100,1996-02-18,43042,45284,47545,49430,68038,246,2131,4392,6634
40,-90,1996-02-04,41612,43515,45451,47067,65634,84201,85817,1353,3256
30,-90,1996-01-14,41561,43293,45058,46528,65337,84145,85616,980,2713
30,-80,1995-12-24,38855,40610,42403,43901,62370,80838,82336,84129,85884
20,120,1995-11-12,75056,76632,78223,79533,13444,33754,35065,36656,38232
30,-100,1995-11-12,42018,43718,45443,46874,66248,85623,654,2378,4079
30,-80,1995-07-23,32496,34513,36425,37933,62787,1240,2748,4660,6678
30,-110,1995-06-18,38535,40679,42681,44247,69663,8680,10245,12247,14391
40,-90,1995-06-04,30727,33541,35987,37830,64695,5159,7002,9448,12263
30,-90,1995-04-16,36527,38314,40056,41456,64790,1725,3124,4866,6653
30,-120,1995-02-12,48105,49781,51473,52870,72855,6439,7836,9528,11204
40,-80,1995-01-15,39870,41818,43821,45511,62963,80415,82105,84108,86056
40,-80,1994-12-25,39752,41731,43776,45511,62407,79302,81038,83082,85061
50,-70,1994-12-18,38084,40451,42944,45128,59797,74467,76650,79144,81510
30,-80,1994-12-04,38156,39898,41675,43158,61814,80470,81953,83730,85472
40,-110,1994-11-20,45388,47321,49302,50969,68740,111,1778,3759,5692
30,-100,1994-11-13,42070,43773,45501,46935,66258,85582,616,2344,4047
30,-80,1994-10-30,36700,38377,40071,41470,61420,81370,82769,84463,86141
40,-70,1994-10-23,34112,35994,37891,39460,59060,78660,80229,82126,84008
40,-80,1994-10-02,35239,37137,39020,40556,61759,82962,84499,86381,1880
40,-120,1994-10-02,44846,46744,48627,50163,71357,6152,7688,9570,11469
40,-120,1994-08-28,42451,44558,46568,48164,72070,9575,11171,13181,15288
50,-90,1994-08-21,31825,34805,37427,39425,64986,4146,6144,8767,11746
30,-90,1994-08-07,35682,37592,39426,40884,65144,3004,4462,6295,8205
30,-90,1994-07-31,35319,37279,39149,40630,65181,3332,4813,6683,8643
30,-100,1994-07-17,37018,39073,41011,42536,67567,6198,7723,9662,11716
40,-70,1994-07-17,26954,29646,32023,33828,60367,506,2311,4688,7380
40,-80,1994-07-10,28859,31649,34081,35917,62720,3123,4959,7391,10181
50,-120,1994-06-19,,35999,39939,42490,72080,15269,17821,21761,
40,-80,1994-06-19,28053,30977,33482,35357,62478,3199,5074,7579,10504
20,-160,1994-05-29,52664,54440,56162,57540,81443,18947,20325,22047,23823
40,-70,1994-05-15,27241,29761,32037,33785,59779,85773,1121,3396,5916
40,-110,1994-02-27,44766,46647,48530,50079,70362,4246,5794,7678,9559
40,-80,1993-12-12,39324,41299,43338,45068,62032,78995,80725,82764,84739
40,-70,1993-12-05,36604,38569,40595,42311,59444,76577,78293,80319,82284
20,-60,1993-11-14,31937,33520,35117,36434,56669,76904,78221,79818,81400
40,-80,1993-10-31,37009,38901,40817,42412,61417,80422,82017,83933,85825
40,-70,1993-09-26,32476,34392,36282,37818,59474,81130,82666,84556,72
40,-120,1993-09-19,44033,45977,47883,49424,71618,7411,8952,10858,12803
40,-120,1993-08-15,41424,43676,45782,47433,72262,10691,12342,14449,16701
40,-80,1993-08-01,30616,33070,35304,37029,62776,2124,3849,6083,8537
40,-70,1993-07-11,26539,29313,31737,33568,60330,692,2523,4946,7721
50,-120,1993-07-04,,36633,40423,42924,72266,15208,17709,21500,
40,-80,1993-06-13,28068,30971,33463,35332,62404,3075,4944,7437,10340
50,-120,1993-06-13,,36063,39955,42491,72005,15119,17655,21547,
40,-120,1993-05-30,38139,40896,43310,45136,71853,12170,13995,16409,19166
30,-110,1993-05-23,38963,41002,42929,44447,69404,7961,9478,11406,13444
40,-80,1993-04-18,32346,34496,36534,38146,62356,167,1778,3817,5966
40,-90,1993-04-11,35519,37598,39589,41174,64858,2142,3726,5718,7797
30,80,1993-04-11,82519,84280,86003,990,24065,47140,48528,50251,52012
30,-80,1992-10-25,36526,38198,39882,41271,61442,81612,83001,84686,86357
50,-120,1992-09-06,41245,43822,46223,48110,71887,9265,11151,13552,16130
40,-120,1992-09-06,43157,45181,47136,48701,71887,8673,10238,12194,14218
40,-70,1992-08-16,29516,31754,33851,35496,60248,85001,246,2343,4581
30,-90,1992-07-19,34735,36774,38702,40220,65178,3736,5254,7181,9220
50,-90,1992-07-12,23160,30159,33750,36178,65139,7701,10129,13719,20719
50,-120,1992-07-12,30411,37368,40956,43383,72340,14897,17324,20912,27869
40,-120,1992-07-12,38633,41389,43802,45627,72340,12653,14478,16891,19647
40,-120,1992-07-05,38192,41035,43496,45347,72279,12811,14662,17123,19966
40,-80,1992-07-05,28586,31430,33891,35743,62678,3212,5064,7526,10369
40,-70,1992-06-28,25861,28764,31257,33126,60199,871,2741,5234,8137
40,-120,1992-05-17,39020,41581,43882,45645,71782,11520,13282,15583,18145
40,-80,1992-05-17,29429,31989,34289,36050,62182,1914,3675,5975,8535
30,-90,1992-05-03,35236,37136,38962,40414,64608,2402,3854,5679,7579
40,-120,1992-03-01,46946,48829,50711,52255,72734,6812,8357,10239,12122
40,-80,1991-12-29,39832,41809,43850,45582,62517,79453,81185,83226,85202
40,-90,1991-12-15,41826,43803,45845,47578,64504,81429,83162,85204,781
40,-80,1991-12-01,38777,40734,42748,44451,61738,79024,80727,82742,84699
40,-110,1991-11-03,44364,46260,48183,49787,68615,1043,2646,4570,6465
30,-120,1991-10-27,46178,47851,49538,50930,71034,4737,6129,7816,9490
30,-120,1991-09-29,45161,46833,48498,49856,71421,6586,7944,9608,11280
30,-100,1991-08-04,37914,39847,41697,43166,67564,5563,7032,8882,10815
40,-80,1991-06-30,28309,31204,33693,35560,62614,3268,5135,7623,10518
30,-120,1991-06-16,40924,43065,45066,46630,72037,11044,12608,14608,16750
40,-70,1991-06-09,25757,28624,31099,32957,59948,539,2398,4872,7740
40,-70,1991-06-02,26019,28808,31240,33075,59874,272,2108,4539,7328
30,-100,1991-06-02,36262,38356,40323,41866,67074,5883,7426,9392,11486
30,-110,1991-05-12,39525,41483,43353,44833,69379,7525,9005,10874,12833
40,-70,1991-04-28,28924,31188,33302,34957,59851,84744,86399,2113,4377
40,-110,1991-02-17,45584,47467,49366,50939,70442,3545,5118,7017,8900
40,-90,1990-07-29,32737,35241,37506,39249,65186,4722,6465,8731,11235
30,-80,1990-07-15,32121,34188,36136,37667,62755,1444,2975,4923,6990
40,-70,1990-06-24,25726,28648,31151,33026,60142,858,2732,5236,8158
40,-90,1990-06-17,30445,33365,35867,37741,64852,5562,7436,9938,12858
30,-120,1990-06-03,41033,43134,45105,46651,71887,10723,12268,14240,16340
40,-80,1990-06-03,28361,31166,33606,35446,62286,2725,4565,7006,9811
40,-80,1990-05-27,28736,31445,33831,35641,62226,2410,4221,6607,9315
40,-70,1990-05-27,26338,29046,31432,33242,59826,9,1819,4205,6913
40,-80,1990-05-13,29817,32305,34562,36299,62178,1657,3394,5651,8139
40,-90,1990-04-15,35105,37220,39236,40834,64801,2369,3967,5983,8098
40,-120,1990-01-14,49480,51430,53434,55126,72549,3572,5264,7269,9219
50,-80,1989-10-22,36340,38582,40839,42719,61467,80214,82094,84352,193
40,-90,1989-10-01,37591,39492,41375,42911,64174,85436,572,2456,4356
40,-90,1989-09-17,36692,38648,40560,42103,64463,422,1966,3877,5833
30,-100,1989-09-17,39936,41633,43311,44673,66862,2651,4013,5691,7388
50,0,1989-08-13,8978,12260,15032,17105,43489,69873,71945,74718,78000
40,-90,1989-07-09,31209,34009,36446,38285,65113,5540,7379,9817,12617
30,-80,1989-07-02,31622,33748,35738,37296,62642,1589,3146,5136,7263
40,-90,1989-07-02,30819,33694,36172,38034,65043,5652,7513,9991,12866
40,-120,1989-07-02,38023,40897,43375,45236,72244,12851,14712,17190,20064
30,-80,1989-06-04,31411,33517,35492,37040,62298,1157,2705,4680,6786
50,-120,1989-06-04,,36490,40209,42685,71899,14714,17190,20909,
30,-90,1989-05-21,34250,36275,38192,39703,64594,3084,4595,6512,8537
30,-110,1989-04-23,40756,42587,44362,45782,69494,6807,8227,10002,11833
30,-80,1989-03-19,36299,37981,39650,41008,62863,84718,86076,1345,3027
30,-90,1989-01-15,41559,43289,45049,46516,65374,84232,85699,1059,2789
30,-80,1988-12-04,38175,39918,41696,43179,61826,80472,81956,83733,85476
30,-120,1988-11-20,47189,48907,50654,52108,71147,3787,5241,6988,8706
-20,-40,1988-10-30,24115,25760,27377,28680,51819,74959,76262,77879,79524
30,-100,1988-10-16,40993,42657,44328,45701,66327,553,1926,3597,5261
50,0,1988-10-16,16590,18837,21082,22940,42331,61721,63579,65824,68071
50,-120,1988-10-16,45421,47667,49913,51772,71126,4081,5939,8186,10432
30,-110,1988-10-02,42893,44561,46224,47583,68949,3915,5274,6938,8605
30,-90,1988-07-31,35342,37298,39166,40645,65179,3312,4792,6659,8616
40,-70,1988-07-31,28145,30611,32853,34583,60379,86175,1504,3747,6213
30,-100,1988-07-17,37038,39090,41027,42551,67569,6187,7711,9647,11699
40,-90,1988-07-03,30879,33743,36216,38073,65056,5639,7497,9969,12833
50,20,1988-06-26,,2553,6471,9015,38570,68125,70669,74587,
30,-80,1988-06-19,31349,33494,35497,37062,62483,1504,3070,5073,7218
40,-70,1988-06-19,25655,28580,31085,32960,60083,805,2681,5186,8111
40,-80,1988-06-19,28055,30980,33485,35361,62483,3206,5081,7586,10512
40,-80,1988-06-05,28260,31094,33550,35399,62311,2823,4672,7128,9963
30,-90,1988-06-05,33789,35900,37879,39430,64712,3594,5144,7123,9235
40,-120,1988-05-29,38182,40928,43336,45158,71845,12133,13955,16363,19109
30,-80,1988-03-13,36728,38400,40064,41422,62962,84502,85860,1124,2795
30,-90,1988-01-10,41550,43289,45062,46541,65244,83946,85425,798,2537
